,Price,Image URLs,Model,Year,City,year,car_type,engine_size,gear,mileage,other_details
574,5800000,"['https://kolesa-photos.kcdn.online/webp/8d/8d4b32bb-3ca8-4848-b750-9be16c2a5c9b/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/8d/8d4b32bb-3ca8-4848-b750-9be16c2a5c9b/30-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/8d/8d4b32bb-3ca8-4848-b750-9be16c2a5c9b/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/8d/8d4b32bb-3ca8-4848-b750-9be16c2a5c9b/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/8d/8d4b32bb-3ca8-4848-b750-9be16c2a5c9b/4-160x120.jpg']",Mercedes-Benz S 320,1997,Алматы,1997 г.,Б/у седан,3.2 л,КПП автомат,250 000,"бензин, синий, металлик, литые диски, тонировка, люк, х..."
575,2900000,"['https://kolesa-photos.kcdn.online/webp/fe/febc181a-0710-458d-bd34-9bd6f27b3aaf/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/fe/febc181a-0710-458d-bd34-9bd6f27b3aaf/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/fe/febc181a-0710-458d-bd34-9bd6f27b3aaf/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/fe/febc181a-0710-458d-bd34-9bd6f27b3aaf/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/fe/febc181a-0710-458d-bd34-9bd6f27b3aaf/5-160x120.jpg']",Mercedes-Benz E 220,1994,Туркестан,1994 г.,Б/у седан,2.2 л,КПП автомат,,"бензин, серебристый, литые диски, тонировка, люк, багажник, де..."
576,9500000,"['https://kolesa-photos.kcdn.online/webp/af/af56ee0f-a02f-4bd5-9bfd-9bb981d5f5f0/8-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/af/af56ee0f-a02f-4bd5-9bfd-9bb981d5f5f0/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/af/af56ee0f-a02f-4bd5-9bfd-9bb981d5f5f0/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/af/af56ee0f-a02f-4bd5-9bfd-9bb981d5f5f0/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/af/af56ee0f-a02f-4bd5-9bfd-9bb981d5f5f0/3-160x120.jpg']",Mercedes-Benz S 500,2007,Алматы,2007 г.,Б/у седан,5.5 л,КПП автомат,187 000,"бензин, черный, литые диски, тонировка, люк, панорамная..."
577,3400000,"['https://kolesa-photos.kcdn.online/webp/ce/ce7830ba-2d53-4654-8d78-9be7abf4ccfd/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ce/ce7830ba-2d53-4654-8d78-9be7abf4ccfd/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ce/ce7830ba-2d53-4654-8d78-9be7abf4ccfd/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ce/ce7830ba-2d53-4654-8d78-9be7abf4ccfd/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ce/ce7830ba-2d53-4654-8d78-9be7abf4ccfd/5-160x120.jpg']",Mercedes-Benz C 200,2000,Павлодар,2000 г.,Б/у седан,2 л,КПП автомат,,"бензин, черный, металлик"
578,4500000,"['https://kolesa-photos.kcdn.online/webp/41/419425ca-b8bc-4bc3-bdd7-9be678a95eec/13-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/41/419425ca-b8bc-4bc3-bdd7-9be678a95eec/14-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/41/419425ca-b8bc-4bc3-bdd7-9be678a95eec/12-160x120.jpg']",Mercedes-Benz S 320,1998,Караганда,1998 г.,Б/у седан,3.2 л,КПП автомат,320 000,"бензин, черный, литые диски, тонировка, панорамная крыш..."
579,7000000,"['https://kolesa-photos.kcdn.online/webp/1d/1d6e36ef-05eb-4605-9144-9be281c06bce/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/1d/1d6e36ef-05eb-4605-9144-9be281c06bce/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/1d/1d6e36ef-05eb-4605-9144-9be281c06bce/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/1d/1d6e36ef-05eb-4605-9144-9be281c06bce/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/1d/1d6e36ef-05eb-4605-9144-9be281c06bce/5-160x120.jpg']",Mercedes-Benz S 350,2007,Астана,2007 г.,Б/у седан,3.5 л,КПП автомат,340 000,"бензин, черный, металлик, литые диски, тонировка, багаж..."
580,4300000,"['https://kolesa-photos.kcdn.online/webp/6d/6d4bbf8b-cdf2-4549-b866-9bfdd7918185/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/6d/6d4bbf8b-cdf2-4549-b866-9bfdd7918185/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/6d/6d4bbf8b-cdf2-4549-b866-9bfdd7918185/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/6d/6d4bbf8b-cdf2-4549-b866-9bfdd7918185/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/6d/6d4bbf8b-cdf2-4549-b866-9bfdd7918185/7-160x120.jpg']",Mercedes-Benz E 320,1999,Шымкент,1999 г.,Б/у седан,3.2 л,КПП автомат,,"бензин, Двигатель 10/10 АКП 10/10 Кузов 10/7 есть царапины Диски оригинал 10/9..."
581,25800000,"['https://kolesa-photos.kcdn.online/webp/7c/7c8ebc7d-ddd4-4a6a-bb69-9abde7574de1/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7c/7c8ebc7d-ddd4-4a6a-bb69-9abde7574de1/18-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7c/7c8ebc7d-ddd4-4a6a-bb69-9abde7574de1/10-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7c/7c8ebc7d-ddd4-4a6a-bb69-9abde7574de1/22-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7c/7c8ebc7d-ddd4-4a6a-bb69-9abde7574de1/21-160x120.jpg']",Mercedes-Benz GLC Coupe 250,2018,Астана,2018 г.,Б/у кроссовер,2 л,КПП автомат,50 000,"бензин, черный, литые диски, тонировка, хрустальная оп..."
582,2650000,"['https://kolesa-photos.kcdn.online/webp/59/595ee9fe-f165-40e2-a638-9bf46a89bc9c/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/59/595ee9fe-f165-40e2-a638-9bf46a89bc9c/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/59/595ee9fe-f165-40e2-a638-9bf46a89bc9c/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/59/595ee9fe-f165-40e2-a638-9bf46a89bc9c/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/59/595ee9fe-f165-40e2-a638-9bf46a89bc9c/5-160x120.jpg']",Mercedes-Benz E 200,1995,Тараз,1995 г.,Б/у седан,2 л,КПП автомат,,"бензин, черный, металлик, литые диски, тонировка, люк, спойлер, ветровики, проти..."
583,13000000,"['https://kolesa-photos.kcdn.online/webp/21/21395dcd-d9bd-409b-b303-9ba426acad4e/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/21/21395dcd-d9bd-409b-b303-9ba426acad4e/5-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/21/21395dcd-d9bd-409b-b303-9ba426acad4e/6-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/21/21395dcd-d9bd-409b-b303-9ba426acad4e/7-160x120.jpg']",Mercedes-Benz CLS 55 AMG,2006,Алматы,2006 г.,Б/у седан,5.5 л,КПП автомат,,"бензин, белый, Mercedes CLS 55 AMG Kompressor Состояние идеальное! Расхода мас..."
584,13000000,"['https://kolesa-photos.kcdn.online/webp/48/48b202f6-18c7-4d05-a016-9bd07e277602/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/48/48b202f6-18c7-4d05-a016-9bd07e277602/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/48/48b202f6-18c7-4d05-a016-9bd07e277602/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/48/48b202f6-18c7-4d05-a016-9bd07e277602/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/48/48b202f6-18c7-4d05-a016-9bd07e277602/5-160x120.jpg']",Mercedes-Benz G 500,2002,Астана,2002 г.,Б/у внедорожник,5 л,КПП автомат,200 000,"бензин, бордовый, G500 в цвете кенди Музыка, полная..."
585,11500000,"['https://kolesa-photos.kcdn.online/webp/87/875bb20a-8d9b-4032-bafe-9bfd3619d8d0/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/87/875bb20a-8d9b-4032-bafe-9bfd3619d8d0/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/87/875bb20a-8d9b-4032-bafe-9bfd3619d8d0/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/87/875bb20a-8d9b-4032-bafe-9bfd3619d8d0/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/87/875bb20a-8d9b-4032-bafe-9bfd3619d8d0/6-160x120.jpg']",Mercedes-Benz G 320,1998,Алматы,1998 г.,Б/у внедорожник,3.2 л,КПП автомат,,"бензин, черный, Машина в идеале любой сервис варианты обмена рассмотрю"
586,7800000,"['https://kolesa-photos.kcdn.online/webp/1c/1c476a7f-a3c5-4de8-9ad0-9bfcfcc6eb43/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/1c/1c476a7f-a3c5-4de8-9ad0-9bfcfcc6eb43/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/1c/1c476a7f-a3c5-4de8-9ad0-9bfcfcc6eb43/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/1c/1c476a7f-a3c5-4de8-9ad0-9bfcfcc6eb43/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/1c/1c476a7f-a3c5-4de8-9ad0-9bfcfcc6eb43/6-160x120.jpg']",Mercedes-Benz CLA 200,2013,Алматы,2013 г.,Б/у седан,1.6 л,КПП робот,123 000,"бензин, белый, металлик, Срочно Родной краска машина идеа..."
587,10500000,"['https://kolesa-photos.kcdn.online/webp/34/346df253-4f15-4517-9351-9bdaa85832c3/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/34/346df253-4f15-4517-9351-9bdaa85832c3/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/34/346df253-4f15-4517-9351-9bdaa85832c3/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/34/346df253-4f15-4517-9351-9bdaa85832c3/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/34/346df253-4f15-4517-9351-9bdaa85832c3/5-160x120.jpg']",Mercedes-Benz Vito,2016,Алматы,2016 г.,Б/у минивэн,2.1 л,КПП механика,,"дизель, белый, металлик, дневные ходовые огни, противотуманки, корректор фа..."
588,4200000,"['https://kolesa-photos.kcdn.online/webp/03/03d3bdf2-2fb3-432e-b0b1-9bfa8f5c61a6/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/03/03d3bdf2-2fb3-432e-b0b1-9bfa8f5c61a6/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/03/03d3bdf2-2fb3-432e-b0b1-9bfa8f5c61a6/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/03/03d3bdf2-2fb3-432e-b0b1-9bfa8f5c61a6/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/03/03d3bdf2-2fb3-432e-b0b1-9bfa8f5c61a6/5-160x120.jpg']",Mercedes-Benz S 320,1994,Астана,1994 г.,Б/у седан,3.2 л,КПП автомат,,"бензин, серебристый, металлик, литые диски, люк, багажник, омыватель фар, кожа..."
589,1100000,"['https://kolesa-photos.kcdn.online/webp/63/63f17399-1ae1-411b-bbf2-9bfa951f0863/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/63/63f17399-1ae1-411b-bbf2-9bfa951f0863/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/63/63f17399-1ae1-411b-bbf2-9bfa951f0863/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/63/63f17399-1ae1-411b-bbf2-9bfa951f0863/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/63/63f17399-1ae1-411b-bbf2-9bfa951f0863/5-160x120.jpg']",Mercedes-Benz E 220,1993,Алматы,1993 г.,Б/у седан,2.2 л,КПП механика,100 000,"бензин, зеленый, металлик, велюр, дерево, Машина техни..."
590,19500000,"['https://kolesa-photos.kcdn.online/webp/05/0551bf36-2367-41af-ab4d-9bf8ea8472ec/13-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/05/0551bf36-2367-41af-ab4d-9bf8ea8472ec/12-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/05/0551bf36-2367-41af-ab4d-9bf8ea8472ec/14-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/05/0551bf36-2367-41af-ab4d-9bf8ea8472ec/15-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/05/0551bf36-2367-41af-ab4d-9bf8ea8472ec/16-160x120.jpg']",Mercedes-Benz CLS 400,2015,Уральск,2015 г.,Б/у седан,3 л,КПП автомат,220 000,"бензин, металлик, литые диски, тонировка, люк, ксенон, би..."
591,24440000,"['https://kolesa-photos.kcdn.online/webp/30/30af070d-3315-41bb-a565-9bec520078ec/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/30/30af070d-3315-41bb-a565-9bec520078ec/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/30/30af070d-3315-41bb-a565-9bec520078ec/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/30/30af070d-3315-41bb-a565-9bec520078ec/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/30/30af070d-3315-41bb-a565-9bec520078ec/5-160x120.jpg']",Mercedes-Benz G 55 AMG,2009,Алматы,2009 г.,Б/у внедорожник,5.5 л,КПП автомат,285 300,"бензин, черный, металлик, литые диски, тонировка, ..."
592,6800000,"['https://kolesa-photos.kcdn.online/webp/9a/9a2ff335-8a47-44d4-b011-9bf042942ca3/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/9a/9a2ff335-8a47-44d4-b011-9bf042942ca3/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/9a/9a2ff335-8a47-44d4-b011-9bf042942ca3/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/9a/9a2ff335-8a47-44d4-b011-9bf042942ca3/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/9a/9a2ff335-8a47-44d4-b011-9bf042942ca3/8-160x120.jpg']",Mercedes-Benz E 430,2000,Алматы,2000 г.,Б/у седан,4.3 л,КПП автомат,154 525,"бензин, литые диски, люк, обвес, рейлинги, фаркоп, ксен..."
593,13000000,"['https://kolesa-photos.kcdn.online/webp/0c/0c57bcab-c2d3-4894-8027-9bcba00f1fd1/13-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/0c/0c57bcab-c2d3-4894-8027-9bcba00f1fd1/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/0c/0c57bcab-c2d3-4894-8027-9bcba00f1fd1/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/0c/0c57bcab-c2d3-4894-8027-9bcba00f1fd1/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/0c/0c57bcab-c2d3-4894-8027-9bcba00f1fd1/5-160x120.jpg']",Mercedes-Benz E 250,2014,Шымкент,2014 г.,Б/у седан,2 л,КПП автомат,71 628,"бензин, белый, металлик, литые диски, тонировка, хрустальн..."
594,20000000,"['https://kolesa-photos.kcdn.online/webp/40/40b9fcae-d809-44d5-89a0-9bef1d12b7b4/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/40/40b9fcae-d809-44d5-89a0-9bef1d12b7b4/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/40/40b9fcae-d809-44d5-89a0-9bef1d12b7b4/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/40/40b9fcae-d809-44d5-89a0-9bef1d12b7b4/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/40/40b9fcae-d809-44d5-89a0-9bef1d12b7b4/5-160x120.jpg']",Mercedes-Benz E 200,2019,Алматы,2019 г.,Б/у седан,2 л,КПП автомат,,"бензин, черный, металлик, Полная комплектация. Amg пак. Бурмистр. Панорама. Прис..."
595,3400000,"['https://kolesa-photos.kcdn.online/webp/ca/ca8654f8-47f5-4c7b-9766-9bf6557ab110/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ca/ca8654f8-47f5-4c7b-9766-9bf6557ab110/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ca/ca8654f8-47f5-4c7b-9766-9bf6557ab110/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ca/ca8654f8-47f5-4c7b-9766-9bf6557ab110/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ca/ca8654f8-47f5-4c7b-9766-9bf6557ab110/7-160x120.jpg']",Mercedes-Benz E 280,1999,Алматы,1999 г.,Б/у седан,2.8 л,КПП автомат,,"бензин, черный, литые диски, тонировка, противотуманки, корректор фар, обогрев..."
596,3100000,"['https://kolesa-photos.kcdn.online/webp/38/38f9089f-3db6-452d-99b7-9befe7087151/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/38/38f9089f-3db6-452d-99b7-9befe7087151/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/38/38f9089f-3db6-452d-99b7-9befe7087151/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/38/38f9089f-3db6-452d-99b7-9befe7087151/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/38/38f9089f-3db6-452d-99b7-9befe7087151/5-160x120.jpg']",Mercedes-Benz E 320,1994,Талдыкорган,1994 г.,Б/у седан,3.2 л,КПП автомат,,"бензин, черный, литые диски, тонировка, ксенон, омыватель фар, ..."
597,4100000,"['https://kolesa-photos.kcdn.online/webp/29/29c92d12-3663-483b-9239-9bd5b3521927/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/29/29c92d12-3663-483b-9239-9bd5b3521927/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/29/29c92d12-3663-483b-9239-9bd5b3521927/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/29/29c92d12-3663-483b-9239-9bd5b3521927/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/29/29c92d12-3663-483b-9239-9bd5b3521927/5-160x120.jpg']",Mercedes-Benz S 320,1996,Астана,1996 г.,Б/у седан,3.2 л,КПП автомат,,"бензин, металлик, В хорошем состоянии. Масло не берет вообще. Все доводчики ра..."
598,3500000,"['https://kolesa-photos.kcdn.online/webp/ea/ea861fe6-1730-444c-9e9a-9bfe38dfd304/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ea/ea861fe6-1730-444c-9e9a-9bfe38dfd304/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ea/ea861fe6-1730-444c-9e9a-9bfe38dfd304/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ea/ea861fe6-1730-444c-9e9a-9bfe38dfd304/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ea/ea861fe6-1730-444c-9e9a-9bfe38dfd304/7-160x120.jpg']",Mercedes-Benz E 280,1996,Алматы,1996 г.,Б/у седан,2.8 л,КПП автомат,,"бензин, синий, велюр, аудиосистема, bluetooth, ГУР, сигнализация, автозапуск, ..."
599,7000000,"['https://kolesa-photos.kcdn.online/webp/f8/f87e3f96-7d6f-46b6-a14a-9be089b11303/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/f8/f87e3f96-7d6f-46b6-a14a-9be089b11303/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/f8/f87e3f96-7d6f-46b6-a14a-9be089b11303/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/f8/f87e3f96-7d6f-46b6-a14a-9be089b11303/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/f8/f87e3f96-7d6f-46b6-a14a-9be089b11303/5-160x120.jpg']",Mercedes-Benz Sprinter,2004,Шымкент,2004 г.,Б/у фургон,2.2 л,КПП механика,555 555,"дизель, белый"
600,850000,"['https://kolesa-photos.kcdn.online/webp/09/09430410-063f-4da2-81b6-9b5b8d21cb72/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/09/09430410-063f-4da2-81b6-9b5b8d21cb72/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/09/09430410-063f-4da2-81b6-9b5b8d21cb72/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/09/09430410-063f-4da2-81b6-9b5b8d21cb72/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/09/09430410-063f-4da2-81b6-9b5b8d21cb72/5-160x120.jpg']",Mercedes-Benz E 250,1991,Караганда,1991 г.,Б/у седан,2.5 л,КПП механика,111 111,"дизель, металлик, Продам торг срочно возможен обмен"
601,3250000,"['https://kolesa-photos.kcdn.online/webp/7f/7f195850-2084-4b3c-a2c9-9bfcb78662ca/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7f/7f195850-2084-4b3c-a2c9-9bfcb78662ca/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7f/7f195850-2084-4b3c-a2c9-9bfcb78662ca/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7f/7f195850-2084-4b3c-a2c9-9bfcb78662ca/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7f/7f195850-2084-4b3c-a2c9-9bfcb78662ca/5-160x120.jpg']",Mercedes-Benz E 280,1997,Алматы,1997 г.,Б/у седан,2.8 л,КПП автомат,,"бензин, синий, металлик, линзованная оптика, противотуманки, велюр, MP3, USB, ..."
602,14000000,"['https://kolesa-photos.kcdn.online/webp/3e/3e296b86-6e71-4c9f-8fa0-9b9f7fbbd65c/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/3e/3e296b86-6e71-4c9f-8fa0-9b9f7fbbd65c/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/3e/3e296b86-6e71-4c9f-8fa0-9b9f7fbbd65c/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/3e/3e296b86-6e71-4c9f-8fa0-9b9f7fbbd65c/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/3e/3e296b86-6e71-4c9f-8fa0-9b9f7fbbd65c/6-160x120.jpg']",Mercedes-Benz E 63 AMG,2008,Астана,2008 г.,Б/у седан,6.3 л,КПП автомат,77 000,"бензин, белый, металлик, литые диски, тонировка, обвес, ..."
603,6000000,"['https://kolesa-photos.kcdn.online/webp/56/56e141aa-06bf-4636-89dd-9bf20831f64f/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/56/56e141aa-06bf-4636-89dd-9bf20831f64f/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/56/56e141aa-06bf-4636-89dd-9bf20831f64f/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/56/56e141aa-06bf-4636-89dd-9bf20831f64f/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/56/56e141aa-06bf-4636-89dd-9bf20831f64f/5-160x120.jpg']",Mercedes-Benz E 240,2005,Усть-Каменогорск,2005 г.,Б/у седан,2.6 л,КПП автомат,372 000,"бензин, серебристый, металлик, литые диски, тонировка, ..."
604,5000000,"['https://kolesa-photos.kcdn.online/webp/4f/4fa5847e-9dc5-48a3-812f-9bec37606404/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/4f/4fa5847e-9dc5-48a3-812f-9bec37606404/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/4f/4fa5847e-9dc5-48a3-812f-9bec37606404/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/4f/4fa5847e-9dc5-48a3-812f-9bec37606404/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/4f/4fa5847e-9dc5-48a3-812f-9bec37606404/6-160x120.jpg']",Mercedes-Benz E 320,1999,Актобе,1999 г.,Б/у седан,3.2 л,КПП автомат,183 000,"бензин, синий, металлик, литые диски, тонировка, люк, л..."
605,7000000,"['https://kolesa-photos.kcdn.online/webp/7e/7e0cb8c2-33d0-49a1-b4c6-9a913121961f/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7e/7e0cb8c2-33d0-49a1-b4c6-9a913121961f/7-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7e/7e0cb8c2-33d0-49a1-b4c6-9a913121961f/8-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7e/7e0cb8c2-33d0-49a1-b4c6-9a913121961f/9-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7e/7e0cb8c2-33d0-49a1-b4c6-9a913121961f/10-160x120.jpg']",Mercedes-Benz E 320,2000,Астана,2000 г.,Б/у седан,3.2 л,КПП автомат,180 000,"бензин, синий, металлик, литые диски, люк, панорамная к..."
606,9300000,"['https://kolesa-photos.kcdn.online/webp/6a/6a991408-6ec3-4244-8b4a-99b53daaf3f9/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/6a/6a991408-6ec3-4244-8b4a-99b53daaf3f9/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/6a/6a991408-6ec3-4244-8b4a-99b53daaf3f9/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/6a/6a991408-6ec3-4244-8b4a-99b53daaf3f9/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/6a/6a991408-6ec3-4244-8b4a-99b53daaf3f9/5-160x120.jpg']",Mercedes-Benz Sprinter,2008,Тараз,2008 г.,Б/у фургон,2.2 л,КПП механика,150 000,"дизель, оранжевый, металлик, хрустальная оптика, линз..."
607,3200000,"['https://kolesa-photos.kcdn.online/webp/8d/8db46d61-f047-49d8-bb21-9bf685e93567/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/8d/8db46d61-f047-49d8-bb21-9bf685e93567/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/8d/8db46d61-f047-49d8-bb21-9bf685e93567/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/8d/8db46d61-f047-49d8-bb21-9bf685e93567/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/8d/8db46d61-f047-49d8-bb21-9bf685e93567/5-160x120.jpg']",Mercedes-Benz E 320,1998,Жетысай,1998 г.,Б/у седан,3.2 л,КПП автомат,111 111,"бензин, зеленый, металлик, литые диски, тонировка, люк, ..."
608,14500000,"['https://kolesa-photos.kcdn.online/webp/b1/b1f50372-e51a-4b23-b8eb-9bf66151b724/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/b1/b1f50372-e51a-4b23-b8eb-9bf66151b724/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/b1/b1f50372-e51a-4b23-b8eb-9bf66151b724/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/b1/b1f50372-e51a-4b23-b8eb-9bf66151b724/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/b1/b1f50372-e51a-4b23-b8eb-9bf66151b724/5-160x120.jpg']",Mercedes-Benz G 500,2005,Алматы,2005 г.,Б/у внедорожник,5 л,КПП автомат,,"бензин, белый, литые диски, тонировка, люк, обвес, ветровики, рейлинги, ба..."
